"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Acronym","Office Phone","Office","Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Mr.","Joaninha","Xavier","Volunteer","joaninha.xavier@hotmail.com","+(670) 6868-5886","Timor-Leste Red Cross Society","CVTL",,,,"Caiua","TL","Viqueque","Lacluta","Dilor",-8.84007,126.21223
"Mr.","Basilio","de Araujo","Volunteer","basilio.dearaujo@gmail.com","+(670) 3764-1023","Timor-Leste Red Cross Society","CVTL",,,,"Reabuticeon","TL","Manatuto","Laclo","Hohorai",-8.58668,125.84349
"Mr.","Maria","Idalina","Volunteer","maria.idalina@yahoo.com","+(670) 3970-6506","Timor-Leste Red Cross Society","CVTL",,,,"Hatu-Builico","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.89345,125.51868
"Ms.","Domingos","Lafu","Volunteer","domingos.lafu@yahoo.com","+(670) 3647-9068","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Abelito","de Jesus","Volunteer","abelito.dejesus@hotmail.com","+(670) 3231-7281","Timor-Leste Red Cross Society","CVTL",,,,"Iraono","TL","Lautem","Lautem","Com",-8.3654,127.03585
"Mr.","Hermengildo","Rente","Volunteer","hermengildo.rente@hotmail.com","+(670) 8902-1520","Timor-Leste Red Cross Society","CVTL",,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Moises","Clara","Volunteer","moises.clara@yahoo.com","+(670) 5611-3710","Timor-Leste Red Cross Society","CVTL",,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Mr.","Mafalda","Gohan","Volunteer","mafalda.gohan@gmail.com","+(670) 3723-5582","Timor-Leste Red Cross Society","CVTL",,,,"Lale","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.12594,125.6593
"Mr.","Rita","Peneda","Volunteer","rita.peneda@yahoo.com","+(670) 2925-1882","Timor-Leste Red Cross Society","CVTL",,,,"Ainesi","TL","Manufahi","Fatuberliu","Fahinehan",-8.92258,125.75876
"Mr.","Sergio","Freitas","Volunteer","sergio.freitas@yahoo.com","+(670) 9177-3259","Timor-Leste Red Cross Society","CVTL",,,,"Tirilolo","TL","Lautem","Iliomar","Tirilolo",-8.69537,126.81376
"Mr.","Joana","Diamentino","Volunteer","joana.diamentino@hotmail.com","+(670) 8432-6628","Timor-Leste Red Cross Society","CVTL",,,,"Caiua","TL","Viqueque","Lacluta","Dilor",-8.84007,126.21223
"Ms.","Sebastiao","da Costa","Volunteer","sebastiao.dacosta@gmail.com","+(670) 4242-9532","Timor-Leste Red Cross Society","CVTL",,,,"Umaheuk","TL","Manatuto","Laclo","Hohorai",-8.61515,125.81116
"Ms.","Lino","Palat","Volunteer","lino.palat@yahoo.com","+(670) 9406-1036","Timor-Leste Red Cross Society","CVTL",,,,"Mausoro Mata","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.8873,125.51869
"Mr.","Alexandra","Botelheiro","Volunteer","alexandra.botelheiro@gmail.com","+(670) 1814-5164","Timor-Leste Red Cross Society","CVTL",,,,"Manos","TL","Manufahi","Alas","Taitudac",-9.02254,125.75752
"Mr.","Alexandra","Rosmaninho","Volunteer","alexandra.rosmaninho@hotmail.com","+(670) 9249-5101","Timor-Leste Red Cross Society","CVTL",,,,"Etipiti","TL","Lautem","Lautem","Com",-8.34144,127.02377
"Ms.","Andreia","Sereno","Volunteer","andreia.sereno@hotmail.com","+(670) 3873-4220","Timor-Leste Red Cross Society","CVTL",,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Mr.","Soraia","Macedo","Volunteer","soraia.macedo@yahoo.com","+(670) 4422-1204","Timor-Leste Red Cross Society","CVTL",,,,"Vessuro","TL","Viqueque","Watulari","Vessoru",-8.77366,126.63854
"Mr.","Noti","de Jesus Alves","Volunteer","noti.dejesusalves@hotmail.com","+(670) 8845-4295","Timor-Leste Red Cross Society","CVTL",,,,"Akarlaran","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1612,125.65603
"Mr.","Mafalda","Gohan","Volunteer","mafalda.gohan@hotmail.com","+(670) 9344-6630","Timor-Leste Red Cross Society","CVTL",,,,"Orilo","TL","Manufahi","Fatuberliu","Fahinehan",-8.93445,125.75215
"Ms.","Eugenio","Pinto","Volunteer","eugenio.pinto@gmail.com","+(670) 7161-4435","Timor-Leste Red Cross Society","CVTL",,,,"Halaena","TL","Lautem","Luro","Luro",-8.54537,126.83606
"Mr.","Erculano","da Cunha","Volunteer","erculano.dacunha@yahoo.com","+(670) 8440-3876","Timor-Leste Red Cross Society","CVTL",,,,"Boruc","TL","Viqueque","Lacluta","Dilor",-8.83812,126.20883
"Mr.","Donato","Pinheiro","Volunteer","donato.pinheiro@gmail.com","+(670) 3316-1456","Timor-Leste Red Cross Society","CVTL",,,,"Hatomera","TL","Manatuto","Laclo","Hohorai",-8.60739,125.76415
"Mr.","Afonso","Alves","Volunteer","afonso.alves@yahoo.com","+(670) 9966-6290","Timor-Leste Red Cross Society","CVTL",,,,"Nonomoguelao","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95041,125.53444
"Mr.","Joaquim","de Carvalho","Volunteer","joaquim.decarvalho@gmail.com","+(670) 6447-1234","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Fernando","Goncalves","Volunteer","fernando.goncalves@hotmail.com","+(670) 9252-6470","Timor-Leste Red Cross Society","CVTL",,,,"Sabandar","TL","Lautem","Lautem","Com",-8.35924,127.05995
"Mr.","Fernando","Goncalves","Volunteer","fernando.goncalves@yahoo.com","+(670) 9347-5793","Timor-Leste Red Cross Society","CVTL",,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Ms.","Jaime","de Fatima ","Volunteer","jaime.defatima@yahoo.com","+(670) 6508-4104","Timor-Leste Red Cross Society","CVTL",,,,"Uaicai","TL","Viqueque","Watulari","Vessoru",-8.69776,126.61956
"Mr.","Eduardo","Rilo","Volunteer","eduardo.rilo@gmail.com","+(670) 1335-6134","Timor-Leste Red Cross Society","CVTL",,,,"Kaisera","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.09678,125.68567
"Mr.","Orlando","de Carvalho","Volunteer","orlando.decarvalho@yahoo.com","+(670) 7494-5338","Timor-Leste Red Cross Society","CVTL",,,,"Kakai","TL","Manufahi","Fatuberliu","Fahinehan",-8.99722,125.72917
"Mr.","Mario","Moniz","Volunteer","mario.moniz@gmail.com","+(670) 1779-3781","Timor-Leste Red Cross Society","CVTL",,,,"Dalari","TL","Lautem","Luro","Cotamutu",-8.50932,126.83462
"Mr.","Domingos","de Araujo","Volunteer","domingos.dearaujo@gmail.com","+(670) 7432-5726","Timor-Leste Red Cross Society","CVTL",,,,"Radeuman","TL","Viqueque","Lacluta","Dilor",-8.84151,126.20933
"Ms.","Ercia","da Costa Mariz","Volunteer","ercia.dacostamariz@gmail.com","+(670) 5162-9915","Timor-Leste Red Cross Society","CVTL",,,,"Umaheuk","TL","Manatuto","Laclo","Hohorai",-8.61515,125.81116
"Mr.","Mariana","Moio","Volunteer","mariana.moio@yahoo.com","+(670) 4163-6711","Timor-Leste Red Cross Society","CVTL",,,,"Leobutu","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.94616,125.53856
"Mr.","Ruben","Freitas","Volunteer","ruben.freitas@yahoo.com","+(670) 2833-4700","Timor-Leste Red Cross Society","CVTL",,,,"Manos","TL","Manufahi","Alas","Taitudac",-9.02254,125.75752
"Mr.","Duarte","Baros","Volunteer","duarte.baros@hotmail.com","+(670) 6045-9787","Timor-Leste Red Cross Society","CVTL",,,,"Etipiti","TL","Lautem","Lautem","Com",-8.34144,127.02377
"Ms.","Paulo","Antonio Belo","Volunteer","paulo.antoniobelo@gmail.com","+(670) 7308-2596","Timor-Leste Red Cross Society","CVTL",,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Mr.","Maria","Pascoela","Volunteer","maria.pascoela@hotmail.com","+(670) 1158-8673","Timor-Leste Red Cross Society","CVTL",,,,"Uaicai","TL","Viqueque","Watulari","Vessoru",-8.69776,126.61956
"Ms.","Eugenio","Pinto","Volunteer","eugenio.pinto@gmail.com","+(670) 6987-1681","Timor-Leste Red Cross Society","CVTL",,,,"Bobe","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.15556,125.66373
"Ms.","Mafalda","Hildeberto","Volunteer","mafalda.hildeberto@gmail.com","+(670) 6763-9057","Timor-Leste Red Cross Society","CVTL",,,,"Orilo","TL","Manufahi","Fatuberliu","Fahinehan",-8.93445,125.75215
"Mr.","Diana","Zolo","Volunteer","diana.zolo@gmail.com","+(670) 5203-3507","Timor-Leste Red Cross Society","CVTL",,,,"Ossufaso","TL","Lautem","Luro","Luro",-8.54715,126.83158
"Ms.","Soraia","Arriaga","Volunteer","soraia.arriaga@hotmail.com","+(670) 5852-4181","Timor-Leste Red Cross Society","CVTL",,,,"Craricboco","TL","Viqueque","Lacluta","Dilor",-8.83431,126.21535
"Mr.","Cesar","Bruno","Volunteer","cesar.bruno@hotmail.com","+(670) 5840-2116","Timor-Leste Red Cross Society","CVTL",,,,"Hatomera","TL","Manatuto","Laclo","Hohorai",-8.60739,125.76415
"Mr.","Abril","Rodrigues","Volunteer","abril.rodrigues@yahoo.com","+(670) 3862-1319","Timor-Leste Red Cross Society","CVTL",,,,"Lepulau","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.94081,125.54089
"Mr.","Joaquim","Tilman","Volunteer","joaquim.tilman@yahoo.com","+(670) 6799-8589","Timor-Leste Red Cross Society","CVTL",,,,"Lurin","TL","Manufahi","Alas","Taitudac",-9.0159,125.78142
"Mr.","Marcelo","Otilia","Volunteer","marcelo.otilia@hotmail.com","+(670) 6220-2664","Timor-Leste Red Cross Society","CVTL",,,,"Mata","TL","Lautem","Lautem","Com",-8.35651,127.0575
"Mr.","Afonso","Alves","Volunteer","afonso.alves@hotmail.com","+(670) 8817-9549","Timor-Leste Red Cross Society","CVTL",,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Antonio","dos Santos","Volunteer","antonio.dossantos@yahoo.com","+(670) 3290-8414","Timor-Leste Red Cross Society","CVTL",,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Mr.","Carlito","da Costa","Volunteer","carlito.dacosta@gmail.com","+(670) 7309-6206","Timor-Leste Red Cross Society","CVTL",,,,"Fatukabelak","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1491,125.66192
"Mr.","Sebastiao","da Costa","Volunteer","sebastiao.dacosta@hotmail.com","+(670) 9631-4992","Timor-Leste Red Cross Society","CVTL",,,,"Daurata","TL","Manufahi","Fatuberliu","Fahinehan",-8.92801,125.76093
"Mr.","Alexandra","Rosmaninho","Volunteer","alexandra.rosmaninho@yahoo.com","+(670) 9112-8725","Timor-Leste Red Cross Society","CVTL",,,,"Ossufaso","TL","Lautem","Luro","Luro",-8.54715,126.83158
"Mr.","Moises","Clara","Volunteer","moises.clara@hotmail.com","+(670) 9284-7598","Timor-Leste Red Cross Society","CVTL",,,,"Halioan","TL","Viqueque","Lacluta","Dilor",-8.83654,126.21543
"Ms.","Paulo","Guterres","Volunteer","paulo.guterres@gmail.com","+(670) 9960-3172","Timor-Leste Red Cross Society","CVTL",,,,"Sabomata","TL","Manatuto","Laclo","Hohorai",-8.62912,125.78085
"Mr.","Marcelo","Otilia","Volunteer","marcelo.otilia@gmail.com","+(670) 5870-6719","Timor-Leste Red Cross Society","CVTL",,,,"Lepulau","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.94081,125.54089
"Mr.","Mafalda","Gohan","Volunteer","mafalda.gohan@hotmail.com","+(670) 4667-3051","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Ms.","Julio","da Costa Lopes","Volunteer","julio.dacostalopes@yahoo.com","+(670) 5235-6104","Timor-Leste Red Cross Society","CVTL",,,,"Etipiti","TL","Lautem","Lautem","Com",-8.34144,127.02377
"Mr.","Maria","Pascoela","Volunteer","maria.pascoela@gmail.com","+(670) 4181-3261","Timor-Leste Red Cross Society","CVTL",,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Mr.","Jessica","Rafael","Volunteer","jessica.rafael@gmail.com","+(670) 4514-6706","Timor-Leste Red Cross Society","CVTL",,,,"Binita","TL","Viqueque","Watulari","Vessoru",-8.77503,126.63635
"Ms.","Carlota","Chilro","Volunteer","carlota.chilro@yahoo.com","+(670) 4326-3564","Timor-Leste Red Cross Society","CVTL",,,,"Lesu","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.11146,125.6199
"Mr.","Alcino","Martins","Volunteer","alcino.martins@gmail.com","+(670) 9549-5175","Timor-Leste Red Cross Society","CVTL",,,,"Kakai","TL","Manufahi","Fatuberliu","Fahinehan",-8.99722,125.72917
"Mr.","Soraia","Arriaga","Volunteer","soraia.arriaga@yahoo.com","+(670) 4937-9933","Timor-Leste Red Cross Society","CVTL",,,,"Lakawa","TL","Lautem","Luro","Cotamutu",-8.51335,126.83229
"Mr.","Soraia","Arriaga","Volunteer","soraia.arriaga@hotmail.com","+(670) 1915-3642","Timor-Leste Red Cross Society","CVTL",,,,"Radeuman","TL","Viqueque","Lacluta","Dilor",-8.84151,126.20933
"Ms.","Yakobus","Fahik Batak","Volunteer","yakobus.fahikbatak@hotmail.com","+(670) 8891-9926","Timor-Leste Red Cross Society","CVTL",,,,"Hatomera","TL","Manatuto","Laclo","Hohorai",-8.60739,125.76415
"Mr.","Donato","Pinheiro","Volunteer","donato.pinheiro@hotmail.com","+(670) 4396-1333","Timor-Leste Red Cross Society","CVTL",,,,"Morocati","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.91924,125.52664
"Ms.","Jose","da Silva","Volunteer","jose.dasilva@hotmail.com","+(670) 1913-3052","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Jaime","de Fatima ","Volunteer","jaime.defatima@hotmail.com","+(670) 4233-4297","Timor-Leste Red Cross Society","CVTL",,,,"Vailovaia","TL","Lautem","Lautem","Com",-8.36108,127.04737
"Mr.","Duarte","Baros","Volunteer","duarte.baros@gmail.com","+(670) 2594-7069","Timor-Leste Red Cross Society","CVTL",,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Francisco","Rogerio","Volunteer","francisco.rogerio@yahoo.com","+(670) 9202-4338","Timor-Leste Red Cross Society","CVTL",,,,"Binita","TL","Viqueque","Watulari","Vessoru",-8.77503,126.63635
"Mr.","Domingos","Cune","Volunteer","domingos.cune@yahoo.com","+(670) 2231-4624","Timor-Leste Red Cross Society","CVTL",,,,"Lebumera","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.11055,125.66023
"Mr.","Joaquim","de Carvalho","Volunteer","joaquim.decarvalho@hotmail.com","+(670) 9464-8494","Timor-Leste Red Cross Society","CVTL",,,,"Kakai","TL","Manufahi","Fatuberliu","Fahinehan",-8.99722,125.72917
"Ms.","Paul","Salvador","Volunteer","paul.salvador@gmail.com","+(670) 8156-6667","Timor-Leste Red Cross Society","CVTL",,,,"Lakawa","TL","Lautem","Luro","Cotamutu",-8.51335,126.83229
"Mr.","Lucas","Godinho ","Volunteer","lucas.godinho@hotmail.com","+(670) 9212-5217","Timor-Leste Red Cross Society","CVTL",,,,"Ahic","TL","Viqueque","Lacluta","Dilor",-8.83675,126.21167
"Ms.","Eugenio","de Jesus","Volunteer","eugenio.dejesus@yahoo.com","+(670) 5457-4684","Timor-Leste Red Cross Society","CVTL",,,,"Rehatu","TL","Manatuto","Laclo","Hohorai",-8.58971,125.80375
"Mr.","Antonio","dos Santos","Volunteer","antonio.dossantos@hotmail.com","+(670) 6012-7245","Timor-Leste Red Cross Society","CVTL",,,,"Mausoro Mata","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.8873,125.51869
"Ms.","Joao","Nunes","Volunteer","joao.nunes@yahoo.com","+(670) 6163-6777","Timor-Leste Red Cross Society","CVTL",,,,"Manos","TL","Manufahi","Alas","Taitudac",-9.02254,125.75752
"Mr.","Domingos","Lafu","Volunteer","domingos.lafu@gmail.com","+(670) 3603-9136","Timor-Leste Red Cross Society","CVTL",,,,"Lomatu","TL","Lautem","Lautem","Com",-8.35495,127.05554
"Mr.","Eli","Dias Gomes","Volunteer","eli.diasgomes@yahoo.com","+(670) 1994-3148","Timor-Leste Red Cross Society","CVTL",,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Ms.","Rita","Peneda","Volunteer","rita.peneda@yahoo.com","+(670) 3371-1704","Timor-Leste Red Cross Society","CVTL",,,,"Daradobi","TL","Viqueque","Watulari","Vessoru",-8.76665,126.65327
"Mr.","Adriana","Roleto","Volunteer","adriana.roleto@gmail.com","+(670) 8955-7539","Timor-Leste Red Cross Society","CVTL",,,,"Bekumu","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1225,125.64472
"Mr.","Acacio","Barros dos Reis","Volunteer","acacio.barrosdosreis@hotmail.com","+(670) 1652-5414","Timor-Leste Red Cross Society","CVTL",,,,"Ainesi","TL","Manufahi","Fatuberliu","Fahinehan",-8.92258,125.75876
"Mr.","Joaquim","de Carvalho","Volunteer","joaquim.decarvalho@gmail.com","+(670) 2958-2151","Timor-Leste Red Cross Society","CVTL",,,,"Wairoke","TL","Lautem","Luro","Wairoce",-8.50571,126.83121
"Mr.","Mafalda","Hildeberto","Volunteer","mafalda.hildeberto@hotmail.com","+(670) 3857-9838","Timor-Leste Red Cross Society","CVTL",,,,"Halimean","TL","Viqueque","Lacluta","Dilor",-8.83865,126.21322
"Mr.","Meliana","Cardoso","Volunteer","meliana.cardoso@gmail.com","+(670) 6979-9102","Timor-Leste Red Cross Society","CVTL",,,,"Rehatu","TL","Manatuto","Laclo","Hohorai",-8.58971,125.80375
"Mr.","Joao","Pinto Soares","Volunteer","joao.pintosoares@hotmail.com","+(670) 1038-6814","Timor-Leste Red Cross Society","CVTL",,,,"Nonomogue","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95899,125.52365
"Mr.","Carlota","Chilro","Volunteer","carlota.chilro@hotmail.com","+(670) 6461-9706","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Durcelina","de Almeida","Volunteer","durcelina.dealmeida@yahoo.com","+(670) 7476-5851","Timor-Leste Red Cross Society","CVTL",,,,"Vailovaia","TL","Lautem","Lautem","Com",-8.36108,127.04737
"Mr.","Mafalda","Gohan","Volunteer","mafalda.gohan@yahoo.com","+(670) 8586-4476","Timor-Leste Red Cross Society","CVTL",,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Ms.","Joao","Baptista","Volunteer","joao.baptista@gmail.com","+(670) 3692-8779","Timor-Leste Red Cross Society","CVTL",,,,"Burabahae","TL","Viqueque","Watulari","Vessoru",-8.72183,126.63978
"Mr.","Marcelino","Albuquequer","Volunteer","marcelino.albuquequer@hotmail.com","+(670) 7245-9495","Timor-Leste Red Cross Society","CVTL",,,,"Fatualas","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.11139,125.65797
"Mr.","Joao","Pala","Volunteer","joao.pala@gmail.com","+(670) 1686-4350","Timor-Leste Red Cross Society","CVTL",,,,"Kakai","TL","Manufahi","Fatuberliu","Fahinehan",-8.99722,125.72917
"Mr.","Liliana","Soares","Volunteer","liliana.soares@yahoo.com","+(670) 9221-6856","Timor-Leste Red Cross Society","CVTL",,,,"Lakawa","TL","Lautem","Luro","Cotamutu",-8.51335,126.83229
"Mr.","Dinis","Botelheiro","Volunteer","dinis.botelheiro@hotmail.com","+(670) 1043-2960","Timor-Leste Red Cross Society","CVTL",,,,"Boruc","TL","Viqueque","Lacluta","Dilor",-8.83812,126.20883
"Mr.","Estanislao","Guterres","Volunteer","estanislao.guterres@gmail.com","+(670) 1350-5340","Timor-Leste Red Cross Society","CVTL",,,,"Rehatu","TL","Manatuto","Laclo","Hohorai",-8.58971,125.80375
"Mr.","Edi","Freitas","Volunteer","edi.freitas@yahoo.com","+(670) 2051-4767","Timor-Leste Red Cross Society","CVTL",,,,"Nonomogue","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95899,125.52365
"Mr.","Alegria","de Araujo","Volunteer","alegria.dearaujo@yahoo.com","+(670) 8105-6864","Timor-Leste Red Cross Society","CVTL",,,,"Lurin","TL","Manufahi","Alas","Taitudac",-9.0159,125.78142
"Ms.","Josefa","Domingas","Volunteer","josefa.domingas@yahoo.com","+(670) 7600-1008","Timor-Leste Red Cross Society","CVTL",,,,"Com","TL","Lautem","Lautem","Com",-8.35603,127.05642
"Mr.","Edi","Freitas","Volunteer","edi.freitas@hotmail.com","+(670) 7662-3036","Timor-Leste Red Cross Society","CVTL",,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Custodio","de Fatima","Volunteer","custodio.defatima@yahoo.com","+(670) 2446-1593","Timor-Leste Red Cross Society","CVTL",,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Mr.","Paulo","Polainos","Volunteer","paulo.polainos@yahoo.com","+(670) 4688-7039","Timor-Leste Red Cross Society","CVTL",,,,"Akarlaran","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1612,125.65603
"Mr.","Moises","Clara","Volunteer","moises.clara@yahoo.com","+(670) 7977-5324","Timor-Leste Red Cross Society","CVTL",,,,"Ainesi","TL","Manufahi","Fatuberliu","Fahinehan",-8.92258,125.75876
"Ms.","Maria","Idalina","Volunteer","maria.idalina@hotmail.com","+(670) 7010-7409","Timor-Leste Red Cross Society","CVTL",,,,"Dalari","TL","Lautem","Luro","Cotamutu",-8.50932,126.83462
"Mr.","Ahmad","Jaelani","Volunteer","ahmad.jaelani@gmail.com","+(670) 4744-2404","Timor-Leste Red Cross Society","CVTL",,,,"Cailooc","TL","Viqueque","Lacluta","Dilor",-8.83769,126.21446
"Mr.","Joaquim","de Carvalho","Volunteer","joaquim.decarvalho@hotmail.com","+(670) 1226-7503","Timor-Leste Red Cross Society","CVTL",,,,"Hatomera","TL","Manatuto","Laclo","Hohorai",-8.60739,125.76415
"Mr.","Lucio","Moises","Volunteer","lucio.moises@yahoo.com","+(670) 9189-8809","Timor-Leste Red Cross Society","CVTL",,,,"Tukarocoiloeo","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.94416,125.52214
"Mr.","Donato","Pinheiro","Volunteer","donato.pinheiro@hotmail.com","+(670) 3054-2277","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Domingos","Lafu","Volunteer","domingos.lafu@hotmail.com","+(670) 8584-2589","Timor-Leste Red Cross Society","CVTL",,,,"Lomatu","TL","Lautem","Lautem","Com",-8.35495,127.05554
"Mr.","Joao","Baptista","Volunteer","joao.baptista@gmail.com","+(670) 1211-9081","Timor-Leste Red Cross Society","CVTL",,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Paulo","Antonio Belo","Volunteer","paulo.antoniobelo@gmail.com","+(670) 9446-5057","Timor-Leste Red Cross Society","CVTL",,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Mr.","Joaninha","de Jesus","Volunteer","joaninha.dejesus@gmail.com","+(670) 9923-7197","Timor-Leste Red Cross Society","CVTL",,,,"Kaisera","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.09678,125.68567
"Ms.","Carlito","da Costa","Volunteer","carlito.dacosta@yahoo.com","+(670) 2321-7512","Timor-Leste Red Cross Society","CVTL",,,,"Kakai","TL","Manufahi","Fatuberliu","Fahinehan",-8.99722,125.72917
